"date","name","id","metricName","metricQuantity","clusterId"
"2024-10-10","IBM TRIRIGA Workplace Performance Mgmt Facilities Non-Prod Environment","134ca51ee3d3453485228e9681afa9fb","INSTALL","7","co9020128165.pl.eurolabs.ibm.com"
"2024-10-11","IBM TRIRIGA Workplace Performance Mgmt Facilities Non-Prod Environment","134ca51ee3d3453485228e9681afa9fb","INSTALL","7","co9020128165.pl.eurolabs.ibm.com"
"2024-10-12","IBM TRIRIGA Workplace Performance Mgmt Facilities Non-Prod Environment","134ca51ee3d3453485228e9681afa9fb","INSTALL","7","co9020128165.pl.eurolabs.ibm.com"
"2024-10-13","IBM TRIRIGA Workplace Performance Mgmt Facilities Non-Prod Environment","134ca51ee3d3453485228e9681afa9fb","INSTALL","7","co9020128165.pl.eurolabs.ibm.com"
"2024-10-14","IBM TRIRIGA Workplace Performance Mgmt Facilities Non-Prod Environment","134ca51ee3d3453485228e9681afa9fb","INSTALL","7","co9020128165.pl.eurolabs.ibm.com"
"2024-10-15","IBM TRIRIGA Workplace Performance Mgmt Facilities Non-Prod Environment","134ca51ee3d3453485228e9681afa9fb","INSTALL","7","co9020128165.pl.eurolabs.ibm.com"
"2024-10-16","IBM TRIRIGA Workplace Performance Mgmt Facilities Non-Prod Environment","134ca51ee3d3453485228e9681afa9fb","INSTALL","7","co9020128165.pl.eurolabs.ibm.com"
"2024-10-02","DataPower Gateway Virtual Edition Application Optimization Module","721db780b433427e8bfd118662abe719","PROCESSOR_VALUE_UNIT","70","co9020128165.pl.eurolabs.ibm.com"
"2024-10-03","DataPower Gateway Virtual Edition Application Optimization Module","721db780b433427e8bfd118662abe719","PROCESSOR_VALUE_UNIT","70","co9020128165.pl.eurolabs.ibm.com"
"2024-10-04","DataPower Gateway Virtual Edition Application Optimization Module","721db780b433427e8bfd118662abe719","PROCESSOR_VALUE_UNIT","70","co9020128165.pl.eurolabs.ibm.com"
